视频标题,视频地址,作者,播放数,弹幕数,投币数,点赞数,分享数,收藏数,期数
和外星人做了一个票数器,https://www.bilibili.com/video/BV1Qh411d7ht,手工耿,3630503,30550,111646,309824,14264,21196,75
《unravel》完整版，金木有多痛你知道吗？,https://www.bilibili.com/video/BV1LA411n7po,渚岸汐潮,3260472,7587,155584,247882,15502,130057,75
【柴西】成为LPL主持人竟要七轮面试？和选手们真不熟！电竞入行指南 | 希然篇,https://www.bilibili.com/video/BV1T5411b7sw,超Carry的柴西,2527833,12247,51574,128077,2533,20482,75
蹦 迪 的 诱 惑   海 王 迪 斯 科,https://www.bilibili.com/video/BV1xC4y1t7k4,泡芙喵-PuFF,5034333,5379,77969,188759,12461,76627,75
【hanser x 鹿乃】 《drop pop candy》翻唱,https://www.bilibili.com/video/BV19C4y1t7YU,鹿乃ちゃん,2123607,5267,127679,173782,12331,95309,75
【游戏之外】《黑神话：悟空》文化输出能成功吗？漫谈中国畸形的游戏产业。,https://www.bilibili.com/video/BV1SA411J7zM,智能路障,1712325,28659,126270,142724,9306,40345,75
你迟早要设计自己的标志，不如早点看看 - oooooohmygosh,https://www.bilibili.com/video/BV1aT4y1w7yL,oooooohmygosh,2519709,2808,138711,214433,25269,198948,75
【半佛】为什么大学的爱情总是死的不安详？,https://www.bilibili.com/video/BV16Z4y1K7Mu,硬核的半佛仙人,3702938,18560,82519,219727,38661,43237,75
灭 门 惨 案【德华的世界#7】,https://www.bilibili.com/video/BV1C54y1e7sD,徐大虾咯,10887468,53226,106288,364879,6039,54294,75
“今天开学还没写作业怎么办！？”,https://www.bilibili.com/video/BV1qD4y1m7wR,鹤吱菌,6407349,40494,112139,438420,35871,98436,76
【何同学】“看不见”的未来 小米透明电视使用体验,https://www.bilibili.com/video/BV1TV411S7pw,老师好我叫何同学,8833108,30633,415276,836714,23865,96634,76
《明日方舟》动画OP - 涤尘,https://www.bilibili.com/video/BV1eK4y1e7nW,木公十,3855305,5409,367772,380597,23138,218018,76
【片片】全员变态！震碎三观的罪案剧，别因为杨颖就错过！高能解说烧脑剧《摩天大楼》,https://www.bilibili.com/video/BV1mV41127jt,小片片说大片,3708193,19508,87012,311233,11591,25672,76
【真人GTA】懂 得 都 懂,https://www.bilibili.com/video/BV12t4y1S78m,充气沙盒,7014408,9573,209801,377353,32243,83616,76
世界上最惨的奥特曼，干啥啥不行喷水第一名,https://www.bilibili.com/video/BV1g64y1F78A,黑镖客梦回,6765965,34060,109093,274744,5763,53911,76
在广西，EVA都是这样用的！,https://www.bilibili.com/video/BV1dp4y1Y7nJ,一斗量,6006941,8216,113269,309923,57707,96378,76
黑豹，一直很安静,https://www.bilibili.com/video/BV145411h7r9,努力的Lorre,2438858,25017,163820,243433,21154,69871,76
当老师见到整整一年没来上课的学生时。。,https://www.bilibili.com/video/BV1qT4y1w7HR,raoooola,7355892,4555,22770,406026,30271,102620,76
最近超多人问的妹子，找到了！【阅片无数62】,https://www.bilibili.com/video/BV19A411n7av,凉风Kaze,6151149,34126,119089,454808,6944,37187,76
这外卖，不送也罢！！！,https://www.bilibili.com/video/BV1xD4y1m72R,某幻君,6226183,25327,122183,387933,8688,50438,76
参加电视台水上闯关节目是怎样的体验？,https://www.bilibili.com/video/BV1K5411b7G3,吃素的狮子,6569340,99107,83088,340989,26828,41953,76
【艾叔】中式大宅，传承千年的文化焕然一新,https://www.bilibili.com/video/BV1Vt4y1S7pW,小艾大叔,5818058,65330,183937,273335,227012,86885,76
【英雄联盟】看我炫耀 K/DA全新单曲THE BADDEST完整版,https://www.bilibili.com/video/BV1ZZ4y1K7C2,英雄联盟,8859431,8363,154118,260821,59057,147107,76
【罗翔】提吃人方案的人最终被吃，洞穴奇案怎么看？,https://www.bilibili.com/video/BV1ky4y1C7Je,罗翔说刑法,3218246,27341,59157,244693,11011,29280,76
【龙王新剧合集】B站首发全新爽片！内含独家片场花絮+鬼畜！,https://www.bilibili.com/video/BV1Ph411R7cb,演员管云鹏,3282807,17198,53952,222284,25463,43205,76
【才浅手工】挑战两个月从零手工打造一把伞中剑，油纸伞竟有这么多零件？,https://www.bilibili.com/video/BV1WD4y1m7nF,才疏学浅的才浅,2686309,22658,391717,375563,11646,83165,76
老 坛 胡 说 之 死,https://www.bilibili.com/video/BV1oK411N7Rr,老坛胡说,2041311,16098,124137,229196,5107,45928,76
“读评论”原来这才是我的真面目,https://www.bilibili.com/video/BV1mt4y1S7BY,记录生活的蛋黄派,4848297,34826,110943,788038,4245,30746,76
一路向北,https://www.bilibili.com/video/BV1VZ4y1T78D,广西吴恩师,18951881,27142,686303,956689,112835,211229,76
改装了一下自己新买的手表,https://www.bilibili.com/video/BV1ai4y1M7LS,手工耿,4366665,14229,45113,270491,12706,9921,76
武汉人有多耿直？火爆当地的热干面，老板却让我别吃？？,https://www.bilibili.com/video/BV14t4y1S7gQ,盗月社食遇记,4136258,30793,197173,303460,20844,37023,76
纯黑《读评论》受伤攻略解说,https://www.bilibili.com/video/BV1X54y12775,-纯黑-,2217861,10762,164065,192369,9854,55598,76
【半佛】如何成为时间管理大师？,https://www.bilibili.com/video/BV1r54y127Tc,硬核的半佛仙人,2505823,7908,72715,150506,24156,57944,76
婆 媳 关 系 大 师,https://www.bilibili.com/video/BV1uk4y1y7h3,啊吗粽,2000848,15783,148912,240946,3065,16381,76
【朱一旦】226 给好朋友过生日，反而省下了一大笔钱,https://www.bilibili.com/video/BV13k4y1y7Lr,朱一旦的枯燥生活,4225383,14049,492850,605998,10037,68889,76
靠谱盘点93：破防成功？LEC解说开团乌兹不行，不好意思，又是三比零的一年！,https://www.bilibili.com/video/BV1UV41127Pc,靠谱电竞,3095416,18419,204573,259808,6062,37711,76
200小时《手绘  七龙珠全员》  这是你的童年吗？,https://www.bilibili.com/video/BV1Uf4y1Q7Bi,想画画的吉仔,1411892,14498,268816,210525,16732,80422,76
【老番茄】史上最狠中学生(大结局),https://www.bilibili.com/video/BV1zh41197BA,老番茄,8091867,89252,447658,624475,14538,157967,77
家 有 骚 话 ！,https://www.bilibili.com/video/BV1fK4y1h7q2,红豆稀饭中,7918059,15020,131633,448273,46242,124173,77
大家好，我是Faker,https://www.bilibili.com/video/BV1464y1F7pZ,T1-Faker,5172364,17056,215902,398678,39117,44957,77
猴哥你怎么偷穿妹子的小鞋子？【阅片无数63】,https://www.bilibili.com/video/BV1dh411R7Ps,凉风Kaze,4097634,29758,96239,375882,5977,29751,77
不 要 笑 挑 战 ！【第1000期】,https://www.bilibili.com/video/BV1T541187ho,徐大虾咯,26691049,207806,614437,1617805,49098,214888,77
路 过 的 假 面 大 爷,https://www.bilibili.com/video/BV1z54y127AM,神奇的老皮,2994826,5359,167734,260306,31255,66169,77
从木头里取出进击的巨人 兵长利威尔,https://www.bilibili.com/video/BV1Z5411b7go,卢正义的雕刻时光,8148625,15154,827337,1105667,20196,155398,77
愿你归来仍是少年,https://www.bilibili.com/video/BV1wi4y1u7kx,进击的金厂长,2774664,8677,125772,212400,7995,38933,77
Papi酱的周一放送——休完产假的我回来了,https://www.bilibili.com/video/BV1T541187N1,papi酱,7470606,49625,641162,841816,49589,140191,77
永远拼不完的无限银河之谜拼图，帅小伙拼崩溃了,https://www.bilibili.com/video/BV1mh41197uE,贤宝宝Baby,4865610,26992,127951,539520,5636,34265,77
英灵之躯 击落神明！不要眨眼 你永远不知道FATE系列到底有多少英灵！FGO五周年纪念,https://www.bilibili.com/video/BV1QZ4y1K7Nw,战场ヶ原-,4059288,4662,159949,197047,19803,146866,77
月售35万根的超人气甜点，自己在家做，结果...,https://www.bilibili.com/video/BV1M5411b7eT,绵羊料理,8749498,27266,402563,613245,22697,90453,77
【朱一旦】226 给好朋友过生日，反而省下了一大笔钱,https://www.bilibili.com/video/BV13k4y1y7Lr,朱一旦的枯燥生活,4225383,14049,492850,605998,10037,68889,77
我的发明不是废品,https://www.bilibili.com/video/BV1ct4y1S7Br,央视新闻,8400919,23682,303801,770725,30743,101188,77
【医学博士】女朋友痛经除了说多喝热水，还能做什么？,https://www.bilibili.com/video/BV1u54y1v7hT,兔叭咯,2612193,8901,148232,249107,88638,132575,77
【敖厂长】07年关卡设计绝赞的日本游戏，必看！,https://www.bilibili.com/video/BV1zh411R7ac,敖厂长,2906513,8915,67031,171635,3213,20564,77
【JUMP】年轻人都快苦死了，大家当个人吧。,https://www.bilibili.com/video/BV1Ef4y1X7MU,暴躁的仙人JUMP,4784935,8375,101437,247219,35217,59201,77
【懂点儿啥】美国航母又闯南海，东风“歪嘴一笑”,https://www.bilibili.com/video/BV16y4y1y7Ed,观察者网,2821321,12891,85920,290740,1960,16295,77
【别丧了】看完这些纪录片你会发现人间值得！励志向纪录片TOP10,https://www.bilibili.com/video/BV1LZ4y1N7tG,看不见的罗杰,2756577,3197,110701,160412,15708,286860,77
《耗时半年!3000张板绘完成[石之海]三重特效动画》,https://www.bilibili.com/video/BV1zh411R774,ZALST染城,3636062,12349,342547,306609,33365,181270,77
这是一条蓄谋已久的视频,https://www.bilibili.com/video/BV1ED4y1m7Bc,瑟瑟跑步,3445084,5465,125519,289058,3796,18288,77
"【防诈骗】为什么你不该（和我）赌牌-”False Shuffle“和“Second deal""",https://www.bilibili.com/video/BV1aV411m79Q,刘谦,7050736,7364,177690,352344,48341,64031,77
【电饭煲孵小鸡】历时21天，我用电饭煲孵了一窝小鸡！,https://www.bilibili.com/video/BV1ZA411n7Ce,淘米睡起床了,2057088,11440,101843,213348,24696,37524,77
【良心推荐】如果你害怕失业，这7个学习网站绝对不要错过！,https://www.bilibili.com/video/BV1w54y1v7pQ,一点应用,3135636,2226,130747,314254,15069,473500,77
【刘老师】无限反转！16万人为这场惊天骗局打出9.1分！爆笑解说烧脑高分日剧《我的恐怖妻子》（上）,https://www.bilibili.com/video/BV1ev411173V,刘老师说电影,3772491,8137,149999,333642,8311,29231,77
这是我去过上海最牛的地方了！,https://www.bilibili.com/video/BV1UZ4y1P72i,中国BOY超级大猩猩,2031353,14090,72176,204346,3774,27442,77
【英雄联盟】所向无前：2020全球总决赛主题曲MV,https://www.bilibili.com/video/BV1qh411R7Fu,英雄联盟,13148009,41506,229358,382961,102040,165533,78
童⚡年⚡阴⚡影,https://www.bilibili.com/video/BV1nv411C74A,推背兔の,6165680,3529,171225,368376,55933,142260,78
編曲,https://www.bilibili.com/video/BV1T54y1y7Uz,LinkMusicNow,4959220,14156,722119,807208,88136,437090,78
论：如何足不出户，量产粉丝,https://www.bilibili.com/video/BV16h411R7Ej,绵羊料理,7269546,24454,756913,826195,9859,108698,78
这可能是我见过最牛逼的自我介绍,https://www.bilibili.com/video/BV1WZ4y1N7A7,长腿毛的哥哥,8521660,5251,76510,313307,21068,59225,78
符 华 上 天,https://www.bilibili.com/video/BV1ny4y1y7Ue,哩老汉丶,3046617,6900,223582,274118,45980,126487,78
外卖小哥被交警抓！交警：下次一定！,https://www.bilibili.com/video/BV1tK4y1a7dB,皮皮皮皮皮皮皮卡乒,3736722,11000,132327,316718,3318,21515,78
哔哩哔哩视频卫星，发射圆满成功！,https://www.bilibili.com/video/BV1ZK411K7i1,哔哩哔哩视频卫星,5746426,61191,211202,502002,53627,98349,78
《耗时半年!3000张板绘完成[石之海]三重特效动画》,https://www.bilibili.com/video/BV1zh411R774,ZALST染城,3636062,12349,342547,306609,33365,181270,78
【基德】其实你已经看过这个视频,https://www.bilibili.com/video/BV1xa4y1E74M,吟游诗人基德,3519260,20877,122785,207113,40188,109760,78
【电影史话06】他为韩国电影创造了历史——奉俊昊作品全解读,https://www.bilibili.com/video/BV1p5411b75N,木鱼水心,1811741,16305,164714,149076,7144,73642,78
【半佛】如何把自己卖个好价钱。,https://www.bilibili.com/video/BV1q5411b7UX,硬核的半佛仙人,2217650,6494,71539,141562,27420,59866,78
新 概 念 健 身,https://www.bilibili.com/video/BV1i5411b7XF,花少北丶,5960154,62992,278185,475390,17436,109568,78
史上最高杰作！恋爱游戏里竟然没有妹子【阅片无数动漫篇09】,https://www.bilibili.com/video/BV1Yt4y1i7hH,凉风Kaze,4413622,21507,161255,446346,4599,38641,78
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,https://www.bilibili.com/video/BV1Ni4y1u7dv,小潮院长,12935431,35624,89344,616610,7740,79216,78
【阿拉斯加】大型犬的粘人程度相当于给自己养个儿子,https://www.bilibili.com/video/BV1rh411R78c,滚滚不是广坤,6734909,1103,11974,176372,16882,26765,78
揽件高手老番茄,https://www.bilibili.com/video/BV1z5411b7x1,老番茄,4727623,11331,48704,254824,2688,24910,78
【片片】《白夜追凶》灭门惨案真相大白！黑白兄弟反目成仇！深度解析第七案（下）,https://www.bilibili.com/video/BV17a4y1j7oD,小片片说大片,2165378,12059,91552,170024,1549,17043,78
【西瓜和葡萄的一生】摘了西瓜，酿了葡萄酒，迎着月色一起喝一杯呀,https://www.bilibili.com/video/BV1ti4y1u72V,李子柒,4706045,30293,134998,286572,13875,26725,78
帅小伙请东尼ok吃中华老字号天津八大碗，八碗全是肉，吃撑了！,https://www.bilibili.com/video/BV1FZ4y1N7Lv,记录生活的蛋黄派,5691156,23690,59154,321562,4033,20680,78
【毕导】大学如何不虚度？清华辅导员的50条真诚建议,https://www.bilibili.com/video/BV1yi4y177aw,毕导,2533044,13914,170671,268426,30565,128565,78
实拍美国渔民出海打蓝鳍金枪鱼，这竟是世界最贵的鱼！,https://www.bilibili.com/video/BV18D4y1o77z,我是郭杰瑞,2417770,13396,43001,183792,5151,8745,78
【鸡蛋汉堡】揭秘配方差点得罪同行！全网最详细的配方教程，教你做阿平秘制小汉堡~,https://www.bilibili.com/video/BV1di4y1M7fE,我的样子平平无奇,2537026,10028,63029,155341,17459,86015,78
汽油桶+C4=？ 【C4快乐阴人流#4】,https://www.bilibili.com/video/BV1Xt4y1i7gk,鲁大能,2221306,13621,191848,230332,42466,57119,78
在淘宝上找不同价位商家把我P成网红图 惊天爆改？淘宝约稿画头像,https://www.bilibili.com/video/BV1Ep4y1e7Sa,假美食po主,2827911,26942,62645,185178,3856,13526,78
【火影人物志61】超越一切的羁绊！佐助和鸣人 救赎彼此的唯一,https://www.bilibili.com/video/BV1W5411b71E,四季萌芽,2404392,12560,99233,121586,8235,36135,78
花亿点点时间！只为做出让所有人满意的它！,https://www.bilibili.com/video/BV1j64y1F7y7,黑猫厨房,2112685,11700,193071,215060,3483,33599,78
靠谱盘点94：SN专访，SofM首曝BO10内幕？叉烧：应该没有教练不馋IG吧！,https://www.bilibili.com/video/BV1gT4y1A7rV,靠谱电竞,2124600,22025,71149,120636,7756,15321,78
张伟辩护，死刑起步,https://www.bilibili.com/video/BV14y4y1k71x,红豆稀饭中,29342173,26578,815337,1810318,145750,607726,79
【孙悟空×林黛玉】名著联姻 | 佛度众生不度我 宁负如来不负卿,https://www.bilibili.com/video/BV1GK411K7Ke,_自叙_,15730943,31380,451518,747059,302099,339916,79
这是个音乐游戏？？,https://www.bilibili.com/video/BV1hv411C7jk,哦呼w,13474324,19299,1335988,1375361,107130,496466,79
总台记者王冰冰：“快乐小草”，再也不用担心会“秃”了,https://www.bilibili.com/video/BV1wK4y1Y7P4,央视新闻,6683269,21593,125809,387573,68102,70331,79
我 今 年 最 牛 的 视 频 2 0 2 0,https://www.bilibili.com/video/BV1Vi4y1E7py,啊吗粽,4376558,40650,394516,606193,7462,85311,79
良心到难以置信的网站推荐第6期丨上网必备,https://www.bilibili.com/video/BV1wv411y7L6,-LKs-,1699771,12254,102781,126185,8387,151157,79
历时118天，圆梦童年，我自己造了一辆真能开的胜利冲锋,https://www.bilibili.com/video/BV1ek4y1y7Hj,超能造的王厂长,5344473,21105,641152,596287,57481,146193,79
“兄弟，这是你最后一次插队”,https://www.bilibili.com/video/BV1hy4y1k7Qj,星有野,18102461,10978,266630,714893,46073,135405,79
跨次元无缝衔接！看完之后世界都惊呆了！,https://www.bilibili.com/video/BV1yp4y1a7VG,伍六_七,8437265,12526,749740,747069,40370,416518,79
论：如何将肉丸塞进蛋黄,https://www.bilibili.com/video/BV1BZ4y1N7MA,绵羊料理,7007587,14716,288472,491866,15022,55859,79
我妈竟然会唱lemon了？？？？？？？？？？？？？？？？？？？,https://www.bilibili.com/video/BV1m5411b7r2,拯救世界的狗子,12524457,22881,279391,941590,36137,172139,79
新概念摸底考,https://www.bilibili.com/video/BV1BD4y1o7dS,老番茄,6889106,61250,122058,496745,14371,62954,79
孝 死 我 了,https://www.bilibili.com/video/BV1Wa4y1j7Sy,小潮院长,11839210,31106,178691,538899,23801,78807,79
最勇敢的懦夫 — The Bravest Coward【2020bilibili混剪大赛海选入围稿件】,https://www.bilibili.com/video/BV1Ck4y1y72t,LSM不会剪辑,3713648,8212,228000,286369,43294,200984,79
【非官方英雄联盟S10宣传片】上B站看S10！,https://www.bilibili.com/video/BV1fK4y1a7Hs,哔哩哔哩英雄联盟赛事,4413268,8929,121304,237584,36553,43881,79
剑  走  偏  锋,https://www.bilibili.com/video/BV1Cf4y1D79d,老坛胡说,3453775,30702,148220,239801,11057,8842,79
【围炉夜话】鲁迅是被吹捧出来的吗？（谈鲁迅1）,https://www.bilibili.com/video/BV1Sf4y1D7H1,智能路障,4955786,68843,340164,438503,41809,142562,79
肥宅：这东西 算枪？【解说全覆盖22期】,https://www.bilibili.com/video/BV1jz4y1Z7XD,南云鸟羽,4674296,6173,102083,205152,5240,37293,79
自制四脚跑步助力器,https://www.bilibili.com/video/BV1ep4y1a7vH,手工耿,4325963,43094,121674,315220,18629,22120,79
汪海林：我与流量的战争,https://www.bilibili.com/video/BV1xD4y1o7TS,观学院官方,1782624,127059,192326,188168,56721,83720,79
我吃到了海贼王里路飞的恶魔果实！现实中究竟会好吃吗？！,https://www.bilibili.com/video/BV1tf4y1D75w,二喵的饭,4021025,10166,181525,252955,5034,31823,79
我去“当兵”了,https://www.bilibili.com/video/BV1bK4y1a7MM,凉风Kaze,8570505,56321,314783,777197,13485,84293,79
【毕导】偷 偷 学 ，如何加速沙漏下落让饭店免单，内部资料勿传,https://www.bilibili.com/video/BV1nh411R7A9,毕导,3627777,24197,161381,415171,17758,48373,79
为啥你的屁股蛋儿又黑又糙？皮科医生教你轻松解决,https://www.bilibili.com/video/BV1754y1y7PL,皮科医生魏小博,1171371,2035,11246,48489,11498,35938,79
探店西郊5号，究竟吃了些什么？,https://www.bilibili.com/video/BV1qZ4y1N7Am,王师傅和小毛毛,2147166,10945,124753,197607,6824,23841,79
这舞姿...没吃一吨沙雕扭不这种感觉!【魔性剪辑＃02】,https://www.bilibili.com/video/BV1E5411878U,Baka恶魔,6900958,5403,212240,393846,14776,207607,80
前方帅爆！！当我出手的那一刻！世界将就此泯灭！！！,https://www.bilibili.com/video/BV1P541187VD,烟季,8281865,14242,426299,599597,28081,323802,80
LOL群像手书，用权游的方式打开英雄联盟！,https://www.bilibili.com/video/BV1FA411J73N,暗猫の祝福,973518,1981,57243,88559,4750,34179,80
宝可梦 特别MV「GOTCHA！」BUMP OF CHICKEN【官方中文字幕】,https://www.bilibili.com/video/BV1mD4y1R73R,真鱼,4793550,5333,98925,184297,61670,172288,80
“破这起案子我只花了两秒”,https://www.bilibili.com/video/BV1554y1k7m5,老番茄,15707194,42787,522338,984631,30063,232831,80
每天一遍，防止早恋！,https://www.bilibili.com/video/BV1BA411J7FP,剪刀手瑜乔,21418155,37385,571210,1057516,55752,463592,80
巨人定档！2020年十月新番导视,https://www.bilibili.com/video/BV1Yh411X7Bt,凉风Kaze,3952765,35222,118386,340140,9837,47337,80
卢正义新作《黑神话:悟空》3分钟雕刻实录,https://www.bilibili.com/video/BV17A411J7LV,卢正义的雕刻时光,5810488,12887,1108493,948258,15702,134470,80
大概全站的人都会被推送到这个视频吧！,https://www.bilibili.com/video/BV1oK411P7JU,小米酱会发光,11368998,44573,1044818,1190227,41376,637826,80
哎 哟 我 去,https://www.bilibili.com/video/BV1di4y1E78y,小潮院长,21855189,59767,990256,1317015,29159,350419,80
Kurt原创首发 | 英雄联盟S10应援曲CHAMPIONS,https://www.bilibili.com/video/BV1154y117q1,音乐制作人Kurt,2405935,3444,107912,174975,17575,69115,80
【牢饭体验卡2】千万网红被女友亲手送进戒毒所,https://www.bilibili.com/video/BV1xh411X7TJ,中国长安网,4389628,17287,39749,200532,3980,15196,80
这婚，不结也罢！,https://www.bilibili.com/video/BV1D54y1y7hT,进击的金厂长,5811931,21983,290269,388038,33049,87965,80
极致视听盛宴，震撼日本的国漫神作《镖人》有声漫画+科普解说（第一章-游侠）,https://www.bilibili.com/video/BV1jZ4y157Wz,天师道的白山正,2041659,23290,173256,153396,25650,78843,80
帅小伙买100元鸭货在家自制周黑鸭，带给女朋友吃是什么反应？,https://www.bilibili.com/video/BV15T4y1c7Yx,记录生活的蛋黄派,5633155,41756,102478,343429,6489,26913,80
【毕导】你会点进这个视频，并一脸懵逼地出去，而这一切已被物理规律注定了,https://www.bilibili.com/video/BV1ha4y157tg,毕导,5410660,30722,512899,542991,67243,204416,80
【刘谦魔术课】终于放大招！什么是“Equivoke”?,https://www.bilibili.com/video/BV1bz4y1Z7Bi,刘谦,4174386,11562,132666,253213,9741,40438,80
游戏里面都是骗人的，用河水炖鱼竟然是这味道,https://www.bilibili.com/video/BV1Bv41117mL,敖厂长,1993721,16249,39860,118349,2850,11406,80
【罗翔】《沉默的真相》沉重的剧情令人愤慨，我们都需要江阳们的勇气,https://www.bilibili.com/video/BV1Zp4y1e7aL,罗翔说刑法,4945351,17023,130497,335614,21134,53199,80
我看见了，整个文明【三体编年全史¹⁴⁵³~ ¹⁸⁹⁰⁶⁴¹⁶】,https://www.bilibili.com/video/BV1H54y1y7Uu,无师自通的天才剪辑师,7630813,19652,326214,457491,60501,338174,80
徐州烧烤，烧烤界的卧龙🐲(｡ì _ í｡),https://www.bilibili.com/video/BV135411j7rx,盗月社食遇记,3916878,20536,195758,273295,37485,36962,80
《崩坏3》新篇章预告动画「归来」,https://www.bilibili.com/video/BV1sy4y1k7cV,崩坏3第一偶像爱酱,7477353,14265,161251,266761,95390,102246,80
做了一个吃葡萄的手机支架,https://www.bilibili.com/video/BV1DD4y1o7KT,手工耿,3256646,17523,86356,259105,20526,16281,80
一起，歌唱祖国！,https://www.bilibili.com/video/BV1Ev411y71H,共青团中央,2273273,36571,141152,246195,17236,45499,80
论：如何靠手工月饼，月入百万,https://www.bilibili.com/video/BV1Ci4y1E7xn,绵羊料理,5053795,13952,229139,373266,9764,40890,80
听海,https://www.bilibili.com/video/BV1c54y127v5,广西吴恩师,2023276,7130,110342,152875,11661,22090,80
芜湖大司马驾到！我已准备就绪！呼叫bilibili塔台！申请起飞！,https://www.bilibili.com/video/BV1xh411X7mZ,芜湖大司马,5064582,36127,225717,428124,34824,54924,80
骁话一下：何德何能，蚂蚁集团比肩沙特油霸？,https://www.bilibili.com/video/BV1rK411P7fr,观察者网,2950659,28457,34810,150784,5470,17266,80
新 概 念 情 商,https://www.bilibili.com/video/BV1mz4y1Z7gX,花少北丶,5263404,37356,243337,447495,12299,85720,81
史上最骚解说：在CCTV5看倚天屠龙记是什么体验？（二）,https://www.bilibili.com/video/BV1Kk4y1C7zA,Super也好君,4176266,11539,167094,261775,39896,47367,81
【360° VR】用比光速更快的速度逃离太阳系,https://www.bilibili.com/video/BV1Fz4y1f7Wc,おとめめめめめ,5198197,43285,144986,348574,96281,265038,81
【原神】外 乡 人,https://www.bilibili.com/video/BV1554y1k7DN,不死な千咲,9803453,38829,382464,508471,75070,245457,81
《unravel》翻唱【鹿乃】,https://www.bilibili.com/video/BV1my4y1k7JC,鹿乃ちゃん,3154471,7841,161646,245099,21144,119286,81
暗访外卖评分最低的实体店铺，最后我把它给举报了，不能忍！,https://www.bilibili.com/video/BV1uV41127Bi,吃货明3,4972542,8876,163641,341856,11479,27167,81
叫你模仿，没让你超越！,https://www.bilibili.com/video/BV17v411y7w1,黑猫厨房,9101988,29159,1121177,966737,12672,217035,81
动画梦工厂竟然停播了！那些小时候看过却记不起名字的动漫,https://www.bilibili.com/video/BV1vT4y1c71H,喜欢数码的陈同学,4981956,51522,75374,278485,12331,95229,81
“B站最后一次叫你老婆啦，祝你永远幸福”,https://www.bilibili.com/video/BV1uz4y1f73M,早川大寒,4110464,15092,96443,286711,24192,80516,81
卧槽！这才是仙剑的巅峰！！30秒后带你回顾经典,https://www.bilibili.com/video/BV1Xa4y157wX,像素企鹅,11852467,32993,295434,669881,32725,231357,81
爷青回！炭烤巨型皇帝蟹！不愧是蟹中帝皇！,https://www.bilibili.com/video/BV1uy4y1C7kg,大祥哥来了,7328035,50432,374710,497551,30238,46788,81
“绝世好兄弟”#2,https://www.bilibili.com/video/BV11K4y187rT,小潮院长,17176020,38892,157116,803436,8819,86392,81
【片片】有钱人的快乐？你还真想象不到！片片悬疑社解说大卫·芬奇佳作《心理游戏》,https://www.bilibili.com/video/BV1cy4y1C7BZ,小片片说大片,3399037,22529,169906,231748,3495,34787,81
处男到了十八岁就会死！【阅片无数动漫篇11】,https://www.bilibili.com/video/BV1Ny4y1C7oZ,凉风Kaze,3881476,25225,80433,337545,5089,26542,81
【半佛】为什么我们要暴打舔狗。,https://www.bilibili.com/video/BV1Za4y157JF,硬核的半佛仙人,4014658,20164,191647,310680,53555,67306,81
【都给我进来】这 才 是 龙 吟 ！,https://www.bilibili.com/video/BV1jA41177t6,大碗拿铁,5406179,11759,237939,543044,4842,62403,81
画到崩溃！挑战一张纸画完100个Up主！,https://www.bilibili.com/video/BV19D4y1R7qn,Ksr桑,2312240,69312,109756,191566,4966,68530,81
【才浅手工】亚索的哥哥我来当！爆肝30天打造永恩亚扎卡纳之剑，还原度99%,https://www.bilibili.com/video/BV1eD4y1R7bk,才疏学浅的才浅,3118870,12899,361826,389771,16625,89427,81
【高清4K】超燃特效短片《粉笔战争》4.0！酷炫武器，激烈战斗，谁是最后赢家？,https://www.bilibili.com/video/BV1Lv411y7Jd,粉笔战争SoKrispy,3423931,9942,144571,276728,26294,86649,81
第一次穿cos给男朋友看，结果居然...,https://www.bilibili.com/video/BV1Vk4y1C7nc,宝剑嫂,2809251,7490,42288,180816,4393,15080,81
骁话一下：一带一路沿线的吉尔吉斯，为什么那么不稳定？,https://www.bilibili.com/video/BV1Gy4y1C7nx,观察者网,2270786,13880,32104,140176,3100,12306,81
【不止游戏】游戏中那些奇怪的食物，在真实世界中味道是什么样？,https://www.bilibili.com/video/BV17A41177U5,森纳映画,5129834,23192,130176,227080,9567,63933,81
没有怕劲夫的女人 只有尊重劲夫的女人【有点骚东西】,https://www.bilibili.com/video/BV1D5411j7Jg,上海滩许Van强,4919714,14218,194902,345991,14209,41377,81
如何和老板打成一片！！！,https://www.bilibili.com/video/BV1AK411N71G,逗比的雀巢,6566045,6049,106782,358099,16673,55662,81
【动画】闰土与猹的世纪之战，引发了课本宇宙的时空错乱,https://www.bilibili.com/video/BV1jT4y1w7En,王不病,4343238,11203,363958,476686,40928,201850,82
每天一遍，防止早恋,https://www.bilibili.com/video/BV1g54y1C7rD,会唱跳Rap的胖虎,7207103,9270,119285,231643,79845,185917,82
【芜林外传】经典折磨,https://www.bilibili.com/video/BV1tZ4y1L7SK,桥北小书生,4358185,3598,183454,267915,60480,84761,82
爷青回！四代蜘蛛侠真的要同框了？奇异博士，电光人都来了？,https://www.bilibili.com/video/BV1L541177BG,努力的Lorre,2696918,6272,21176,140451,22338,15702,82
情 场 高 手,https://www.bilibili.com/video/BV1wk4y1y7FM,仙道居士,3983356,5271,157906,324975,36660,82367,82
这动画主角是个屁【阅片无数动漫篇12】,https://www.bilibili.com/video/BV18p4y1Y7ZF,凉风Kaze,3865183,29680,111887,351501,4272,27335,82
