视频标题,视频地址,作者,播放数,弹幕数,投币数,点赞数,分享数,收藏数,期数
当你拥有可以「秒杀一切」的弓？！,https://www.bilibili.com/video/BV1V44y1t7ff,马里奥红叔,3246191,6913,24969,155792,946,17833,134
试吃热带奇特水果，为什么竟然一点都不好吃？！,https://www.bilibili.com/video/BV1mQ4y1X7pU,我是郭杰瑞,2283764,13264,22711,187033,3318,5742,134
漠叔又与村民打成一片，听说要宣传，渔民纷纷送来海鲜,https://www.bilibili.com/video/BV1z34y1U7dz,大漠叔叔,2339297,12811,50317,189729,4165,7829,134
【何同学】我做了苹果放弃的产品...,https://www.bilibili.com/video/BV19v411M7Rs,老师好我叫何同学,25304821,80114,3125825,3072102,456838,910096,135
太夸张了！！随机挑战居然把王嘉尔请到了我家！！,https://www.bilibili.com/video/BV1xu411Z7gc,啊吗粽,16068946,102040,911401,1781661,139854,257158,135
卫生扣分写检讨的巅峰之作。,https://www.bilibili.com/video/BV1Df4y1g7x9,鲁戴汀-kkk,19665010,19174,526810,1774513,238919,594650,135
人在海南，嫖到失联！揭露社交平台交友诈骗,https://www.bilibili.com/video/BV1Ju411f7ra,大漠叔叔,8532386,32928,481751,883698,42323,85072,135
高能预警！快放1000倍，带你看受精卵分裂全过程,https://www.bilibili.com/video/BV1Ev411375K,亿点点不一样,6273121,28139,859126,803472,45497,273255,135
洗脑神曲《Touch》，鬼知道我看了几遍！！,https://www.bilibili.com/video/BV18U4y1w7CX,靖靖不是立青,8426119,4254,278883,565306,16188,354072,135
看好了沉香！宝莲灯是这么用的 ！,https://www.bilibili.com/video/BV1oP4y1t7fM,远古黑金,5867762,13784,392452,469852,35873,126384,135
今天我求婚了！我的婷婷说愿意！,https://www.bilibili.com/video/BV1oF411Y7ST,Uzi,3215095,10715,344298,370902,35909,42032,135
暗访麦当劳，食材过期、餐盘不洗、奶浆漏了三天还继续用,https://www.bilibili.com/video/BV1Fv411u72b,内幕纠察局,3806054,16822,117094,232967,89564,26587,135
史上最离谱随机挑战！居然随机到去某幻家蹭饭...【第五期】,https://www.bilibili.com/video/BV1xL4y167FJ,雨哥到处跑,9894104,91655,362501,1043505,26884,108729,135
【warma】 我已经是自娱自乐的专家了！,https://www.bilibili.com/video/BV1CQ4y1X7jr,Warma,4072869,25849,360333,398721,11610,150921,135
再见，巴甫洛夫大叔,https://www.bilibili.com/video/BV1Af4y137in,巴甫洛夫的下酒菜,7563338,197478,252790,683567,16051,90991,135
这是我吃过最脆的炸鸡...皮！不信的话，请试试看，包你不失望,https://www.bilibili.com/video/BV1NU4y1c7Aw,绵羊料理,8088720,10087,128258,381914,10200,40207,135
“他们不像是走秀，倒像是来赴宴的......”| 前方高能·国风大典混剪,https://www.bilibili.com/video/BV1EL4y1B7Gw,w花酒不是花洒_,12703158,18734,367643,986129,116211,545614,135
鸠 占 鹊 巢 2,https://www.bilibili.com/video/BV1A44y147u4,盗月社食遇记,2938108,15322,188478,420715,6046,30854,135
【时代少年团】《这福气给你要不要》之李总的报恩,https://www.bilibili.com/video/BV1vb4y1Y7th,TF家族,6998925,226779,66231,239527,15553,55700,135
美国肯德基竟无鸡可炸？为何美国短缺和通胀这么严重？,https://www.bilibili.com/video/BV1jh411n71c,我是郭杰瑞,4251987,15902,43865,304045,7140,14017,135
为啥有人要轰炸纽约？【硬核狠人12】,https://www.bilibili.com/video/BV1mP4y1t7vp,小约翰可汗,8363343,30599,121245,272288,10470,37575,135
【谭晶】《不可阻挡》燃炸来袭，跨界电竞挑战全新曲风，LPL战队S11加油！,https://www.bilibili.com/video/BV1SL4y1B7yS,谭晶,1924959,4196,62875,106721,12561,26700,135
耗时五年研发！大疆赌上所有，只差一点就完美？如影4D上手评测,https://www.bilibili.com/video/BV1dL4y1B75C,影视飓风,2825464,14269,146103,203475,32982,51063,135
这才是文化膨胀！！当岩彩画遇上汉服,https://www.bilibili.com/video/BV14U4y1w7fn,莲羊的岩彩学堂,7704485,7998,405970,702391,39473,245168,135
踢馆rookie韩料店，IG上单当面锐评，毫不留情！【怎么这么值ep31-贪食主义】,https://www.bilibili.com/video/BV1QL411G7eq,王师傅和小毛毛,2481196,10295,53455,133624,9729,10516,135
手工给华农兄弟做了一个轮椅除草机,https://www.bilibili.com/video/BV1SP4y1t7NB,手工耿,4897037,48470,67784,319303,14357,14492,135
哈哈，我的情商可真低,https://www.bilibili.com/video/BV1wQ4y1z7XT,老番茄,4697614,12256,54780,334225,5759,32418,135
10元一碗！在广东吃到固体牛奶，一口下肚这是什么神仙吃法……,https://www.bilibili.com/video/BV1CF411Y7E1,二喵的饭,3580271,9740,74139,468439,4859,22041,135
【软件测评】把所有流氓软件都装进电脑是一种什么体验！,https://www.bilibili.com/video/BV1nb4y1h76B,李野王SG,3180694,26812,53252,185350,26853,73022,135
大司马强制登陆FPX打野账号，助他们一臂之力！,https://www.bilibili.com/video/BV1wv411u7w9,吟游大司人,2544188,6097,58015,109260,43641,14944,135
离谱了：600块一个麦当劳汉堡  吃起来是什么味道,https://www.bilibili.com/video/BV1Lb4y1h7Dr,阿彭彭阿,12591615,10267,127087,292262,11564,51344,135
MV-【Ado】烦死了/うっせぇわ,https://www.bilibili.com/video/BV1ih411b7La,Ado_jp,6822808,7925,198946,391387,50209,279151,135
C4炸弹之贴地飞行斩！【C4快乐阴人流#24】,https://www.bilibili.com/video/BV1UQ4y1i77n,鲁大能,2481336,10781,170349,245873,13809,48495,135
这些十月新番真好看！【新番咋了】,https://www.bilibili.com/video/BV1cv41137pK,凉风Kaze,2628057,10419,38987,220629,3834,26530,135
这玩意凭什么这么贵！！！,https://www.bilibili.com/video/BV1dQ4y1B7Ge,马壮实Hera,5038129,6732,185604,332515,7977,35745,135
一把炒面一把雪，这是最简单的美食，但同时也是最有意义的美食,https://www.bilibili.com/video/BV1yr4y1y7vY,品诺美食开课啦,3482450,4758,122368,300024,5100,34038,135
两位数！要杀他两位数！,https://www.bilibili.com/video/BV1t34y1S7ZZ,怪盗剧场,3406008,4916,114502,188600,52155,39541,135
在海底捞给希儿过生日,https://www.bilibili.com/video/BV1wv411u77B,小菱Lin,3726901,11390,71094,224224,99230,33419,135
张艺兴《飞天》练习室版,https://www.bilibili.com/video/BV14L411g7qN,张艺兴工作室,3622397,35838,130309,161148,52373,85673,135
《听 伞 爷 的 话》,https://www.bilibili.com/video/BV1Ur4y1y7bZ,火树银花的花大侠,1107320,1361,107746,102858,8682,20468,135
鱿 鱼 游 戏 冠 军 团 队,https://www.bilibili.com/video/BV1Zh411b7PS,猛男舞团IconX,9841598,4200,148446,735164,66833,113965,136
捣 蛋 鬼,https://www.bilibili.com/video/BV1H44y147A7,一大筐会飞的草莓,6620933,4958,371000,679277,53549,213011,136
百变马丁（原马丁的早晨）第二季,https://www.bilibili.com/video/BV1Kq4y1V7Z3,百变马丁官方,6856722,55139,222529,379740,40036,334093,136
《杀死那个石家庄人》希望大家喜欢哈哈,https://www.bilibili.com/video/BV1Yf4y1g7Na,高_桥凉介_,27297718,20145,1282480,1891154,176252,747769,136
这玩意凭什么那么贵！！！,https://www.bilibili.com/video/BV1zU4y1u7JY,黑猫厨房,4069558,7920,177571,367329,1910,34551,136
你很难相信这是2016年的文化输出，高清完整字幕版,https://www.bilibili.com/video/BV193411r78Z,_是小明同学_,5730245,15889,65537,317110,27679,90885,136
这玩意凭什么那么火？！！,https://www.bilibili.com/video/BV1ph41187Qd,马壮实Hera,4310815,3416,114862,268771,22542,128423,136
芜湖钢琴师,https://www.bilibili.com/video/BV1D34y1m7Lz,phlight,11152868,7298,272757,500073,139615,184264,136
10元3个！骗国家级大厨街头摆摊，一晚究竟能挣多少钱？,https://www.bilibili.com/video/BV1mq4y1G7HL,盗月社食遇记,3917974,31285,367024,390182,13830,66714,136
对不起，这个节目拍不下去了...,https://www.bilibili.com/video/BV1jh411n7f8,雨哥到处跑,6938003,55585,187388,458397,9328,54688,136
【流氓软件大乱斗】up耗费500小时以身试毒，见证流氓软件间的诸神之战,https://www.bilibili.com/video/BV1TR4y1n7YU,痞仔伯爵,7100070,47070,211935,410062,150513,147027,136
完整版来了，发完我下地了（kongkongkongkong）,https://www.bilibili.com/video/BV1Yq4y1G7Uw,Deepain多次婉拒格莱美,3541887,2605,144302,211521,62859,95923,136
耗时18天！在纸上玩DNF,https://www.bilibili.com/video/BV1Mq4y1R7pL,棕与灰9,2280871,5410,165504,179276,17239,38321,136
小 学 校 霸,https://www.bilibili.com/video/BV13u411o7ax,乡村教师日记,5763197,9480,69840,322164,5317,16270,136
顶配M1 Max挤爆牙膏！近五万的价格到底香不香？2021 MacBook Pro评测,https://www.bilibili.com/video/BV1ST4y1R7U7,影视飓风,2681324,13089,72000,147494,24319,25182,136
去不了二次元，就让二次元过来,https://www.bilibili.com/video/BV1AQ4y1q7hn,喵哉小茶馆,6024355,4561,88972,476005,15734,143316,136
假装生气摔碎手机，再捡起来吃掉…会发生什么？【连环整蛊】,https://www.bilibili.com/video/BV17Q4y1q76F,宝剑嫂,3941430,13907,98135,526086,12430,24541,136
UP主用3D还原甜茶Timothée Chalamet,https://www.bilibili.com/video/BV11F411e7kr,叁乔居,676666,2094,13500,39595,2556,8859,136
【广场往事】欲 戴 皇 冠 ，必 承 其 重 ！,https://www.bilibili.com/video/BV1yL4y1B7JF,导演小策,4627779,30165,352907,367105,48572,67425,136
这女的骗我玩了多少垃圾游戏！【阅片无数Ⅱ 24】,https://www.bilibili.com/video/BV1HL411g7hk,凉风Kaze,2996953,12934,36368,260690,1945,15232,136
南方100块钱的麻辣烫…,https://www.bilibili.com/video/BV1oQ4y1D7qj,盗月社食遇记,4438556,23265,208158,336804,17718,48169,136
靠谱盘点140:破而后立！EDG队史首次进入四强，LCK:准备好接受围剿了吗？,https://www.bilibili.com/video/BV1zT4y1R7Qd,靠谱电竞,2013720,10303,63251,137891,3055,11887,136
【全网最细，不细抽我】我算出了刘星的家有多大？b站第一人,https://www.bilibili.com/video/BV1Ab4y1a7iY,最上川下山,12118073,9143,120298,748486,34809,90986,136
【时代少年团】《这福气给你要不要》之晚餐大作战,https://www.bilibili.com/video/BV1wu411o7rn,TF家族,6274039,121497,50009,192865,8087,39106,136
帅小伙自制火爆街头的桥头排骨，酥脆的口感吃着比薯片还爽！,https://www.bilibili.com/video/BV1244y1v7ee,记录生活的蛋黄派,3468539,20282,63906,279538,4758,20876,136
盘点一下网上的那些穿搭陷阱！,https://www.bilibili.com/video/BV1N3411y7yk,我是球球菌,2505987,5878,48416,227490,12650,32380,136
【咬人猫X矮乐多】零 元 购 猫！Ngana Rindu,https://www.bilibili.com/video/BV1zL4y1B7He,=咬人猫=,3720746,1582,56997,192732,9937,69767,136
眼妆|敦煌·飞天 × 张艺兴《飞天》,https://www.bilibili.com/video/BV1JL411g7YW,Yvonne_莲井,702531,757,10292,42004,1552,4405,136
【亮记生物鉴定】网络热传生物鉴定35,https://www.bilibili.com/video/BV12T4y1R71Y,无穷小亮的科普日常,8638147,41157,100897,658273,19550,46029,136
六周年CG【荣耀同行】：每一次，你都在我身边,https://www.bilibili.com/video/BV1hQ4y1D79E,王者荣耀,2608352,4153,12599,99350,9189,21132,136
【RAY】我把折叠屏手机做成了我们的地球,https://www.bilibili.com/video/BV1Zh411b7Q7,RAY的模型世界,982364,4986,109434,92359,8653,33092,136
自制莫西干式自动喝饮料帽子,https://www.bilibili.com/video/BV12Q4y1i7qE,手工耿,4117951,23226,49068,264814,12923,10935,136
【动态胡桃】𝐋𝐨𝐥𝐢𝐭𝐚小胡桃 别盯着我看！,https://www.bilibili.com/video/BV1N34y1m7aL,万老板,2494286,2033,97459,254796,23061,128355,136
【诸神黄昏】如何永久告别流氓软件？全网最强流氓软件清除攻略！！！,https://www.bilibili.com/video/BV1AL4y1z7rv,痞仔伯爵,6672268,11363,286507,390750,92667,410470,136
难兄难弟,https://www.bilibili.com/video/BV1Vb4y1h7ut,老番茄,5421713,7793,70317,293434,3856,33195,136
电影最TOP：一口气看完《007》系列（24部正传+2部外传）,https://www.bilibili.com/video/BV1q44y1v7ea,电影最TOP,2516033,29517,158078,174777,10131,47133,136
这个是懒还是聪明,https://www.bilibili.com/video/BV1Jr4y117Y3,疯狂小杨哥,6147100,3980,12019,329759,4612,18536,136
英雄联盟设计师，把盖伦删了吧,https://www.bilibili.com/video/BV1yP4y1t7js,店长盖伦,6235391,3131,32113,410875,26967,27808,136
用300只虾做一碗面！怎么一只虾也看不见？？？,https://www.bilibili.com/video/BV1QL4y1i7E6,二喵的饭,3287279,6648,111324,281053,7440,20079,136
【井上正大】帝 骑 0 元 购,https://www.bilibili.com/video/BV1NL4y1z7aD,井上正大-官方,2983854,3909,91545,260284,34637,53457,136
当普通女生模仿易梦玲。。。,https://www.bilibili.com/video/BV1NQ4y1S7gV,nya酱的一生,2259247,32290,49723,131203,4911,16521,136
【野王养蛊】和流氓软件斗智斗勇是一种什么体验！,https://www.bilibili.com/video/BV1RL411g7fQ,李野王SG,2177642,2488,96749,134277,15023,140842,136
靠谱盘点141:杀尺帝！EDG送走GEN挺进决赛，DK！下个就是你！,https://www.bilibili.com/video/BV1p44y1i7cb,靠谱电竞,2776809,16774,92694,186668,3597,18105,137
【老奇】5G，华为，土耳其——我花了两个月，搞懂了5G背后的秘密,https://www.bilibili.com/video/BV1fq4y1g7hq,老奇好好奇,9176993,32878,1155710,1026367,126797,511820,137
当你用九十年代的画风打开原神,https://www.bilibili.com/video/BV15P4y1j7SF,Endroro,9839219,7178,162300,751299,92438,321965,137
【姜云升】《浪漫主义》歌词MV,https://www.bilibili.com/video/BV1KT4y1d7FH,姜云升,7579428,7993,258353,502799,54198,222557,137
这英特尔12代CPU有点强啊！,https://www.bilibili.com/video/BV1mS4y1R7k4,极客湾Geekerwan,2201128,13171,67763,98181,13827,20391,137
迪迦降临 真人CG特效变身动画 【夜空】,https://www.bilibili.com/video/BV1iP4y1b7GJ,夜空-RequiemNight-,917628,1122,26376,68470,3476,19946,137
为了拍到烟花爆炸中心的画面，我们炸了两台穿越机！,https://www.bilibili.com/video/BV1434y1o7Fu,循环Cycle,5118701,9974,404061,612124,99816,280415,137
嘿，兄弟！我们好久不见你在哪里？,https://www.bilibili.com/video/BV1LT4y1d7KH,锦书致南辞,1757341,1813,35913,102872,5132,26184,137
史上最离谱随机挑战！居然随机到花少北蹭饭...【第六期】,https://www.bilibili.com/video/BV13T4y1d741,力元君,8435557,50015,267501,829098,12543,81253,137
《三体》电视剧预告细节解析！是你想看的名场面吗？【培根悖论】,https://www.bilibili.com/video/BV1Nf4y1u7Bj,培根悖论唠唠嗑,653643,3728,6434,34170,2536,3320,137
让子弹飞第二部？《马邦德：无暇赴死》终极预告泄漏～,https://www.bilibili.com/video/BV1Wq4y1R7X1,无责任的幻想世界,2177986,1153,67942,140059,23246,29516,137
【S11全球总决赛】半决赛 10月31日 EDG vs GEN,https://www.bilibili.com/video/BV12b4y1b7Ba,哔哩哔哩英雄联盟赛事,9614302,89722,43910,116021,7711,25071,137
【2021共创之夜】完整版回放：欢迎来到王者荣耀！,https://www.bilibili.com/video/BV1vu411o7sT,王者荣耀,7247004,23495,25111,137047,7300,41390,137
笑死！这2元的童年回忆根本吃不完！！！无骨鸡柳,https://www.bilibili.com/video/BV183411k7zT,麻烦摩摩叩,4110554,5888,57772,141538,18937,110004,137
干！净！又！卫！生！的芦荟汁！送给史上最爱蹭饭的朋友们,https://www.bilibili.com/video/BV1YP4y1L71D,绵羊料理,9517255,30140,278572,720601,28081,62620,137
3个词，某宝秒购梦中服装 | 你连tb都不会用！！,https://www.bilibili.com/video/BV1cR4y1n7Tx,晓观队长,1550640,954,23528,92740,3313,81444,137
“强加于他人的善意，和恶意有什么区别呢”｜无法超越的动漫台词,https://www.bilibili.com/video/BV1Fr4y1C7DK,一个爱吃的猪,2825962,4513,97069,228886,6308,164810,137
这不是PPT技术，是PPT魔术吧,https://www.bilibili.com/video/BV1Pq4y1R7xu,黑白间设计,3076203,578,85187,169646,9574,261015,137
元 辅 导,https://www.bilibili.com/video/BV1XF411e7bs,浑元Rysn,17336974,10085,334784,1262189,95504,276367,137
离家出走半年 ，400万粉不干了！！,https://www.bilibili.com/video/BV1cf4y137JG,三十六贱笑,4108134,8288,387072,421024,13433,131333,137
不及时纠正这2个错误，很难拥有腹肌！,https://www.bilibili.com/video/BV1yL411g7Rt,Gandy__,2929066,2657,68098,160827,9052,150031,137
胡桃单曲《嗷》Remix,https://www.bilibili.com/video/BV1cr4y1C7MN,哦呼w,9440010,22408,401945,615768,86568,344204,137
【时代少年团】《光环中的少年——“踯躅”》,https://www.bilibili.com/video/BV1eP4y1b7Pt,TF家族,11694183,1191161,146558,403392,29128,121003,137
